1,Northwest_Nuggets,1435468843.0
2,TheSensai,1435472301.0
3,axa,1391558255.0
3,toysoldiers,1391938478.0
3,Praetorian,1391957797.0
4,The LSD Review,1391576310.0
4,AlbertHoffman1943,1391650517.0
4,Trip_Advisor,1391727384.0
4,Camel,1391732663.0
4,JerryGarcia,1391761063.0
4,MoreSpace,1391769743.0
4,jerseycow,1392634852.0
4,TheHeineken,1392635009.0
4,JamDoc,1392675864.0
4,cRKoala,1392720666.0
4,iMakeCocaine,1392733513.0
4,P3z,1392805194.0
4,Stonerguy74,1392814419.0
4,latexj,1392841415.0
4,Oculus,1392848933.0
4,theonion123,1392919928.0
4,ryuandken,1392932524.0
4,haydenp,1393128558.0
4,travelfurthur,1393168648.0
4,bodnostrokulum,1393270003.0
4,candyisgood,1393339520.0
4,orpheus,1396013260.0
4,extinction,1396020658.0
4,Destiny,1396033297.0
4,Markovich,1396256337.0
4,franksays,1396268648.0
4,Nimibini,1396348810.0
4,DomesticLSD,1396492919.0
4,DespicableMe,1396956541.0
4,allchem,1397027645.0
4,RonSwanson,1397038623.0
4,OrderOfThePhoenix,1397251432.0
4,mrpink86,1397650274.0
4,sunwu,1398422327.0
4,Wyoha,1399395812.0
4,moonrocks1990,1399399150.0
4,sighsmatter,1399415937.0
4,DrDiablo,1399544406.0
4,courtneybabe,1399556505.0
4,UK-ProZone,1399564243.0
4,escape1000,1399917004.0
4,tuffy,1400096557.0
4,shred,1400174277.0
4,ClearlyWasted,1400599295.0
4,Pax,1400662374.0
4,CarltonM,1400672296.0
4,MrCoffee,1400710497.0
4,pkya2lumby3,1401033358.0
4,DumpsterBaby,1401244982.0
4,grundlesnake,1401646195.0
4,chuggers1302,1401662452.0
4,SigmundFreud,1401783749.0
4,doge,1401848541.0
4,PharmChemLab,1401901941.0
4,Crown Princess,1402006259.0
4,ElCorcidino,1402067752.0
4,drsteve,1402179775.0
4,shokr24,1402184093.0
4,Raege,1402267363.0
4,orgi69,1402380079.0
4,Bungazz,1402380980.0
4,MnMs,1402691214.0
4,alexilaiho68,1402717931.0
4,SLAVEK,1403445792.0
4,hustlermentality,1403490808.0
4,areyouserious,1404163118.0
4,TheHulkster,1404283191.0
4,4thEdition,1404617136.0
4,Ribztaz,1404891812.0
4,miscreant,1404912319.0
4,Higgs,1405413757.0
4,mschen,1405980531.0
4,Strangeman,1406031365.0
4,hitthejackpotdawg,1406034001.0
4,77viking,1406178511.0
4,DaveTheRave,1406199769.0
4,MyBrotherEsau,1406456487.0
4,Browniedzl,1406705349.0
4,wayfaerer,1407365386.0
4,pengrinder,1407414280.0
4,pillman219,1407423326.0
4,TheGratefulDeadFamily,1407554108.0
4,BonesKoopa,1408155095.0
4,adesso,1408387629.0
4,andreahugs,1408400655.0
4,FunkyUnicorn,1408431473.0
4,1dontus3drug5,1408594217.0
4,CrackDaddyCaine,1408790719.0
4,iznogood,1411056967.0
4,walstiborly,1411059030.0
4,google,1411222380.0
4,gratefulguy69,1413242482.0
4,clipper!,1413325564.0
4,Ellis_Dee,1413508677.0
4,SnackTime,1414359922.0
4,budberg,1414462330.0
4,Bennyfritz6582,1414504168.0
4,Wandering1,1414601279.0
4,jimmiejohnson,1415246094.0
4,Jadian,1415252331.0
4,Topzy_Kretz,1415750706.0
4,floydfan37,1415763417.0
4,ricodevil,1415874068.0
4,omegahorizon,1416416532.0
4,Tessellated,1416448405.0
4,ridiculous,1417775803.0
4,BootiusMaximus,1417798471.0
4,pacman123,1417801112.0
4,potdeadhead,1417846108.0
4,yahoo420,1417885920.0
4,stoic114,1417979029.0
4,karmasyndicate,1418112768.0
4,mssnows,1418119862.0
4,0to100,1418632295.0
4,GR8FULL27,1418664898.0
4,Pauly30,1419075899.0
4,AcidTripsandBongRips,1419651200.0
4,theexperience,1419724424.0
4,getmoneytime,1419736884.0
4,The key maker,1420137651.0
4,EvilWay,1420242404.0
4,upyouranus,1420522879.0
4,GrDead25,1422308160.0
4,DogKingdom,1422316346.0
4,H0xg3n35,1424285924.0
4,Top_Gear_UK,1424308243.0
4,watermellon9000,1428564158.0
4,mike_green,1430346253.0
4,notnateallen,1393689630.0
4,Zeaphire,1393719659.0
4,deadhead,1393881847.0
4,Loccs,1394044214.0
4,uchuusokudo,1394052578.0
4,AliceInHolland,1394056209.0
4,unbetween,1394227485.0
4,CidBarrett,1394449581.0
4,Texas_Ranger,1394449639.0
4,~~~___Exit_The_Void___~~~,1394456135.0
4,Attraxin,1394798882.0
4,The-Scurvy-Crew,1395327938.0
4,ILoveCandy,1395330775.0
4,Flying,1395661035.0
4,RaPiDiSiMo,1395772658.0
5,ikeburna,1396457971.0
5,Zot,1401905557.0
6,RTBArms,1391590458.0
6,S0RTED1,1391646852.0
7,axa,1391613550.0
7,OMGrower,1392156342.0
7,keno13,1392246626.0
7,Cactuscat,1392282363.0
7,Anti-Hero,1395298229.0
7,BBQPringles,1395325289.0
8,YwMEBwiklF,1396460299.0
8,badoctorwho,1396548348.0
9,RADICALRX,1435495150.0
10,brickbank,1435497196.0
11,west2east,1391635956.0
11,Silkydil,1391645653.0
11,LordBoopsy,1392486203.0
12,SpoonMan,1396488767.0
12,Pax,1396494460.0
12,DewbNewb,1396495699.0
12,captaing333n,1396527142.0
12,GreenCrack,1396670862.0
13,Willowsmaus,1396488994.0
13,SuperMario,1396491116.0
13,the_intranet,1396494875.0
13,Tame,1396546625.0
13,Pera,1396587101.0
13,RaPiDiSiMo,1396884448.0
14,ProperPacks,1391636920.0
14,400lux,1391690858.0
14,psychonaut27,1391701527.0
15,Pax,1396494950.0
15,Willowsmaus,1396495503.0
15,BigPlol,1396497309.0
15,chevelle,1396498029.0
15,celeblin,1396507580.0
15,HydroBlowBack,1396515738.0
15,extinction,1396546420.0
15,XLCake,1396548520.0
15,adjacent,1396558405.0
16,axa,1391638699.0
16,VerdeLimon,1391738574.0
16,keno13,1391896955.0
16,toysoldiers,1391937858.0
16,inpp,1392050881.0
16,TopGun,1392066877.0
16,AngelEyes,1393456531.0
16,SolidSnake,1393522816.0
16,DrBenway90,1393606120.0
16,Brain-Food,1397079244.0
17,HydroBlowBack,1396524179.0
17,Regal Rogue,1396529603.0
18,Pax,1396527647.0
18,YNot,1396530724.0
18,oppie14,1396569188.0
18,glen,1396593809.0
18,hek0,1396600638.0
18,nightfox,1396645443.0
18,samuelbeckett,1396646957.0
18,Drugsearch,1396647241.0
18,Secwrit,1396732023.0
18,sns101909,1396740609.0
18,dirkinky,1396740651.0
18,capitalone,1396814529.0
18,Trolltergeist,1396993041.0
18,9Pz5Cat,1396993504.0
18,rise_up,1397001138.0
18,john01,1397002004.0
18,Osa,1398176476.0
18,alexilaiho68,1398243355.0
18,noironboi,1398277304.0
18,madflavordog,1398287584.0
18,overall,1398366868.0
18,moonstar,1398373422.0
18,drugz,1398375190.0
18,wildturkey86,1398398131.0
18,Burger,1398528442.0
18,alfinban,1398544719.0
18,Magick_P,1398639192.0
18,gumbase,1398648287.0
18,Saul_Good,1398669036.0
18,Pincette,1398893881.0
18,Geebz316,1399425163.0
18,Zort25,1399428341.0
18,5m0k3y007,1399770584.0
18,tiberius,1399850464.0
18,gsusking,1399918462.0
18,randomguy5734,1400027812.0
18,HHH3,1400070888.0
18,euroxplorer,1400090885.0
18,hilltroll,1400102410.0
18,DreadPirateMacbeth,1400117016.0
18,streetmaker1,1400145831.0
18,2cents,1400166174.0
18,thizzelejr,1400191995.0
18,alchemy,1400208185.0
18,adjacent,1435537762.0
18,JeremiahWeeps,1435680978.0
18,asqkerosa22,1435730127.0
18,Jigsaw Puzzle,1435736432.0
18,KingMoEong69,1435895083.0
18,icebreakers72,1435897753.0
18,Master_User,1435917140.0
18,2smokers,1436044042.0
18,beringo,1436097181.0
18,kaz6432,1400274554.0
